number	annpre_mean	coeff_var		
20130	105.00	19.00
20131	105.00	25.00
20132	105.00	23.00
20133	105.00	22.00
20136	105.00	20.00
20137	105.00	13.00
20138	105.00	31.00
20194	105.00	12.00
20195	105.00	12.00
20196	105.00	11.00
20197	105.00	26.00
20198	105.00	17.00
20199	105.00	15.00
20206	105.00	15.00
20207	105.00	15.00
20208	105.00	22.00
20209	105.00	25.00
20210	105.00	25.00
20211	105.00	30.00
20212	105.00	16.00
20213	105.00	15.00
20214	105.00	18.00
20215	105.00	23.00
20216	105.00	16.00
20217	105.00	12.00
20219	105.00	21.00
20220	105.00	13.00
20221	105.00	23.00
20278	105.00	9.00
20279	105.00	7.00
20280	105.00	11.00
20281	105.00	17.00
20282	105.00	19.00
20289	105.00	17.00
20290	105.00	14.00
20292	105.00	27.00
20293	105.00	27.00
20294	105.00	27.00
20295	105.00	17.00
20296	105.00	15.00
20297	105.00	19.00
20298	105.00	25.00
20303	105.00	16.00
20361	105.00	13.00
20362	105.00	7.00
20363	105.00	8.00
20364	105.00	18.00
20365	105.00	8.00
20376	105.00	25.00
20378	105.00	23.00
20379	105.00	18.00
20380	105.00	12.00
20381	105.00	16.00
20386	105.00	20.00
20387	105.00	30.00
20444	105.00	12.00
20445	105.00	7.00
20446	105.00	8.00
20447	105.00	10.00
20448	105.00	8.00
20452	105.00	7.00
20459	105.00	24.00
20460	105.00	24.00
20461	105.00	23.00
20462	105.00	12.00
20463	105.00	12.00
20464	105.00	17.00
20469	105.00	15.00
20470	105.00	25.00
20528	105.00	11.00
20529	105.00	10.00
20530	105.00	4.00
20531	105.00	9.00
20532	105.00	8.00
20542	105.00	24.00
20543	105.00	26.00
20544	105.00	24.00
20545	105.00	15.00
20547	105.00	17.00
20552	105.00	15.00
20553	105.00	24.00
20554	105.00	21.00
20555	105.00	19.00
20612	105.00	12.00
20613	105.00	4.00
20614	105.00	7.00
20615	105.00	10.00
20616	105.00	4.00
20626	105.00	19.00
20627	105.00	22.00
20628	105.00	15.00
20630	105.00	16.00
20636	105.00	24.00
20637	105.00	19.00
20638	105.00	26.00
20695	105.00	11.00
20696	105.00	10.00
20697	105.00	7.00
20698	105.00	4.00
20699	105.00	4.00
20709	105.00	19.00
20710	105.00	26.00
20711	105.00	18.00
20719	105.00	19.00
20720	105.00	25.00
20721	105.00	20.00
20779	105.00	5.00
20780	105.00	4.00
20781	105.00	4.00
20782	105.00	2.00
20793	105.00	26.00
20794	105.00	19.00
20802	105.00	22.00
20803	105.00	25.00
20804	105.00	16.00
20863	105.00	3.00
20864	105.00	4.00
20865	105.00	12.00
20876	105.00	25.00
20877	105.00	21.00
20878	105.00	22.00
20885	105.00	17.00
20886	105.00	21.00
20887	105.00	16.00
20946	105.00	7.00
20947	105.00	2.00
20948	105.00	4.00
20949	105.00	7.00
20959	105.00	23.00
20960	105.00	21.00
20961	105.00	21.00
20969	105.00	14.00
20970	105.00	16.00
21030	105.00	6.00
21031	105.00	4.00
21032	105.00	15.00
21043	105.00	24.00
21044	105.00	21.00
21114	105.00	4.00
21115	105.00	15.00
21116	105.00	5.00
21126	105.00	25.00
21127	105.00	21.00
21128	105.00	14.00
21198	105.00	8.00
21199	105.00	8.00
21200	105.00	10.00
21210	105.00	18.00
21211	105.00	14.00
21212	105.00	21.00
21219	105.00	19.00
21281	105.00	4.00
21282	105.00	8.00
21283	105.00	9.00
21284	105.00	7.00
21286	105.00	21.00
21293	105.00	20.00
21294	105.00	18.00
21295	105.00	21.00
21301	105.00	9.00
21302	105.00	13.00
21365	105.00	10.00
21366	105.00	9.00
21367	105.00	12.00
21377	105.00	19.00
21378	105.00	24.00
21379	105.00	19.00
21384	105.00	9.00
21448	105.00	6.00
21449	105.00	9.00
21450	105.00	11.00
21461	105.00	14.00
21462	105.00	19.00
21463	105.00	20.00
21467	105.00	12.00
21531	105.00	6.00
21532	105.00	9.00
21533	105.00	11.00
21545	105.00	18.00
21546	105.00	20.00
21614	105.00	4.00
21615	105.00	11.00
21616	105.00	12.00
21628	105.00	21.00
21629	105.00	19.00
21697	105.00	13.00
21698	105.00	11.00
21699	105.00	7.00
21712	105.00	15.00
21713	105.00	14.00
21780	105.00	0.00
21781	105.00	6.00
21782	105.00	7.00
21795	105.00	24.00
21796	105.00	18.00
21863	105.00	0.00
21864	105.00	4.00
21865	105.00	10.00
21878	105.00	24.00
21879	105.00	20.00
21946	105.00	10.00
21947	105.00	9.00
21948	105.00	5.00
21961	105.00	19.00
21962	105.00	20.00
22029	105.00	15.00
22030	105.00	9.00
22031	105.00	8.00
22044	105.00	14.00
22045	105.00	15.00
22112	105.00	12.00
22113	105.00	12.00
22114	105.00	8.00
22127	105.00	14.00
22128	105.00	17.00
22195	105.00	12.00
22196	105.00	17.00
22197	105.00	9.00
22209	105.00	19.00
22210	105.00	18.00
22211	105.00	22.00
22278	105.00	16.00
22279	105.00	9.00
22280	105.00	3.00
22292	105.00	18.00
22293	105.00	18.00
22294	105.00	22.00
22361	105.00	8.00
22362	105.00	9.00
22363	105.00	10.00
22376	105.00	14.00
22377	105.00	17.00
22380	105.00	15.00
22444	105.00	4.00
22445	105.00	9.00
22446	105.00	10.00
22447	105.00	15.00
22459	105.00	14.00
22460	105.00	16.00
22527	105.00	4.00
22528	105.00	10.00
22529	105.00	15.00
22530	105.00	14.00
22542	105.00	17.00
22543	105.00	16.00
22544	105.00	20.00
22611	105.00	10.00
22612	105.00	13.00
22613	105.00	14.00
22625	105.00	20.00
22626	105.00	19.00
22627	105.00	16.00
22694	105.00	9.00
22695	105.00	19.00
22696	105.00	10.00
22697	105.00	11.00
22698	105.00	13.00
22699	105.00	18.00
22708	105.00	23.00
22710	105.00	16.00
22711	105.00	18.00
22777	105.00	14.00
22778	105.00	19.00
22779	105.00	11.00
22780	105.00	9.00
22781	105.00	13.00
22782	105.00	15.00
22783	105.00	18.00
22791	105.00	23.00
22792	105.00	11.00
22793	105.00	10.00
22794	105.00	18.00
22861	105.00	23.00
22862	105.00	11.00
22863	105.00	17.00
22864	105.00	13.00
22865	105.00	20.00
22866	105.00	16.00
22867	105.00	12.00
22873	105.00	20.00
22874	105.00	14.00
22875	105.00	11.00
22876	105.00	9.00
22945	105.00	12.00
22946	105.00	17.00
22948	105.00	20.00
22949	105.00	20.00
22950	105.00	6.00
22951	105.00	6.00
22956	105.00	20.00
22957	105.00	14.00
22958	105.00	14.00
22959	105.00	9.00
31	115.00	22.00
52	115.00	20.00
132	115.00	16.00
133	115.00	17.00
134	115.00	13.00
135	115.00	11.00
136	115.00	21.00
208	115.00	17.00
209	115.00	14.00
210	115.00	25.00
211	115.00	30.00
212	115.00	22.00
213	115.00	27.00
214	115.00	29.00
215	115.00	18.00
216	115.00	17.00
217	115.00	18.00
219	115.00	20.00
220	115.00	23.00
291	115.00	22.00
292	115.00	14.00
293	115.00	26.00
294	115.00	30.00
295	115.00	31.00
296	115.00	27.00
297	115.00	23.00
298	115.00	18.00
299	115.00	22.00
303	115.00	20.00
373	115.00	21.00
374	115.00	19.00
379	115.00	32.00
386	115.00	16.00
455	115.00	16.00
456	115.00	14.00
468	115.00	22.00
469	115.00	20.00
530	115.00	31.00
538	115.00	19.00
551	115.00	22.00
552	115.00	20.00
620	115.00	18.00
621	115.00	13.00
634	115.00	19.00
635	115.00	21.00
697	115.00	16.00
703	115.00	17.00
718	115.00	23.00
719	115.00	17.00
785	115.00	18.00
801	115.00	23.00
802	115.00	23.00
868	115.00	16.00
947	115.00	18.00
978	115.00	27.00
1030	115.00	19.00
1033	115.00	24.00
1061	115.00	27.00
1062	115.00	28.00
1064	115.00	28.00
1065	115.00	30.00
1068	115.00	21.00
1113	115.00	18.00
1116	115.00	24.00
1143	115.00	24.00
1144	115.00	25.00
1145	115.00	24.00
1146	115.00	27.00
1147	115.00	27.00
1148	115.00	28.00
1199	115.00	24.00
1218	115.00	20.00
1225	115.00	22.00
1226	115.00	24.00
1230	115.00	27.00
1231	115.00	22.00
1232	115.00	30.00
1233	115.00	22.00
1235	115.00	24.00
1282	115.00	23.00
1301	115.00	20.00
1306	115.00	22.00
1307	115.00	18.00
1314	115.00	22.00
1315	115.00	25.00
1318	115.00	24.00
1365	115.00	22.00
1389	115.00	24.00
1398	115.00	22.00
1401	115.00	21.00
1448	115.00	22.00
1471	115.00	29.00
1531	115.00	20.00
1533	115.00	22.00
1550	115.00	25.00
1553	115.00	27.00
1653	115.00	19.00
1700	115.00	22.00
1782	115.00	19.00
1783	115.00	15.00
1784	115.00	26.00
1785	115.00	32.00
1801	115.00	25.00
1866	115.00	17.00
1868	115.00	24.00
1869	115.00	29.00
1884	115.00	31.00
1899	115.00	24.00
1948	115.00	14.00
1952	115.00	26.00
2030	115.00	25.00
2035	115.00	25.00
2049	115.00	34.00
2112	115.00	27.00
2117	115.00	28.00
2118	115.00	25.00
2119	115.00	24.00
2120	115.00	24.00
2132	115.00	30.00
2133	115.00	35.00
2148	115.00	19.00
2194	115.00	19.00
2195	115.00	26.00
2205	115.00	22.00
2208	115.00	25.00
2215	115.00	30.00
2216	115.00	33.00
2275	115.00	21.00
2298	115.00	32.00
2299	115.00	31.00
2370	115.00	29.00
2381	115.00	30.00
2382	115.00	31.00
2398	115.00	20.00
2453	115.00	27.00
2454	115.00	25.00
2463	115.00	30.00
2465	115.00	31.00
2481	115.00	25.00
2537	115.00	27.00
2548	115.00	29.00
2562	115.00	23.00
2606	115.00	29.00
2620	115.00	23.00
2689	115.00	29.00
2702	115.00	28.00
2703	115.00	20.00
2714	115.00	26.00
2785	115.00	23.00
2797	115.00	27.00
2798	115.00	23.00
2868	115.00	23.00
2879	115.00	39.00
2880	115.00	24.00
2881	115.00	24.00
2951	115.00	23.00
2963	115.00	24.00
2964	115.00	26.00
2978	115.00	25.00
3020	115.00	34.00
3034	115.00	26.00
3046	115.00	28.00
3060	115.00	31.00
3061	115.00	22.00
3117	115.00	20.00
3128	115.00	25.00
3129	115.00	24.00
3151	115.00	24.00
3152	115.00	16.00
3200	115.00	20.00
3211	115.00	25.00
3212	115.00	24.00
3226	115.00	26.00
3233	115.00	25.00
3282	115.00	21.00
3307	115.00	24.00
3308	115.00	27.00
3316	115.00	27.00
3365	115.00	21.00
3391	115.00	27.00
3434	115.00	36.00
3472	115.00	24.00
3517	115.00	41.00
3569	115.00	20.00
3638	115.00	23.00
3650	115.00	14.00
3696	115.00	26.00
3710	115.00	26.00
3721	115.00	23.00
3728	115.00	23.00
3779	115.00	27.00
3793	115.00	27.00
3811	115.00	23.00
3816	115.00	19.00
3862	115.00	27.00
3873	115.00	29.00
3876	115.00	27.00
3886	115.00	22.00
3894	115.00	22.00
3899	115.00	19.00
3945	115.00	23.00
3959	115.00	25.00
4042	115.00	24.00
4057	115.00	19.00
4059	115.00	19.00
4060	115.00	18.00
4110	115.00	26.00
4125	115.00	26.00
4208	115.00	26.00
4231	115.00	18.00
4288	115.00	27.00
4291	115.00	22.00
4374	115.00	25.00
4375	115.00	22.00
4382	115.00	18.00
4389	115.00	17.00
4429	115.00	30.00
4455	115.00	23.00
4456	115.00	27.00
4457	115.00	25.00
4462	115.00	19.00
4471	115.00	24.00
4473	115.00	21.00
4477	115.00	14.00
4511	115.00	17.00
4522	115.00	26.00
4538	115.00	28.00
4539	115.00	25.00
4540	115.00	26.00
4544	115.00	25.00
4545	115.00	17.00
4546	115.00	19.00
4553	115.00	19.00
4556	115.00	25.00
4593	115.00	17.00
4622	115.00	25.00
4623	115.00	25.00
4624	115.00	23.00
4625	115.00	22.00
4626	115.00	21.00
4627	115.00	20.00
4628	115.00	17.00
4638	115.00	24.00
4639	115.00	24.00
4644	115.00	19.00
4645	115.00	23.00
4676	115.00	16.00
4705	115.00	24.00
4710	115.00	15.00
4728	115.00	23.00
4758	115.00	18.00
4769	115.00	19.00
4788	115.00	26.00
4870	115.00	23.00
4884	115.00	27.00
4953	115.00	20.00
4966	115.00	28.00
5015	115.00	27.00
5036	115.00	25.00
5043	115.00	21.00
5058	115.00	25.00
5097	115.00	24.00
5098	115.00	27.00
5119	115.00	25.00
5126	115.00	18.00
5138	115.00	39.00
5139	115.00	20.00
5141	115.00	27.00
5209	115.00	18.00
5221	115.00	30.00
5260	115.00	28.00
5262	115.00	24.00
5292	115.00	19.00
5344	115.00	24.00
5375	115.00	18.00
5462	115.00	20.00
5472	115.00	30.00
5508	115.00	18.00
5534	115.00	26.00
5588	115.00	16.00
5615	115.00	21.00
5672	115.00	22.00
5673	115.00	24.00
5701	115.00	20.00
5711	115.00	25.00
5784	115.00	21.00
5862	115.00	16.00
5867	115.00	21.00
5892	115.00	25.00
5950	115.00	18.00
5974	115.00	25.00
5976	115.00	22.00
6036	115.00	15.00
6037	115.00	23.00
6115	115.00	11.00
6119	115.00	28.00
6123	115.00	15.00
6202	115.00	33.00
6204	115.00	18.00
6206	115.00	15.00
6221	115.00	27.00
6275	115.00	18.00
6287	115.00	18.00
6289	115.00	20.00
6293	115.00	31.00
6304	115.00	19.00
6358	115.00	18.00
6363	115.00	26.00
6370	115.00	22.00
6372	115.00	20.00
6386	115.00	36.00
6525	115.00	18.00
6526	115.00	18.00
6551	115.00	22.00
6620	115.00	25.00
6702	115.00	18.00
6703	115.00	25.00
6716	115.00	24.00
6783	115.00	19.00
6785	115.00	16.00
6786	115.00	17.00
6798	115.00	25.00
6866	115.00	19.00
6867	115.00	9.00
6868	115.00	16.00
6880	115.00	21.00
6962	115.00	19.00
7043	115.00	21.00
7115	115.00	23.00
7208	115.00	18.00
7282	115.00	14.00
7289	115.00	26.00
7364	115.00	21.00
7365	115.00	19.00
7447	115.00	21.00
7456	115.00	22.00
7622	115.00	21.00
7695	115.00	21.00
7786	115.00	25.00
7787	115.00	17.00
7789	115.00	20.00
7869	115.00	25.00
8121	115.00	15.00
8192	115.00	21.00
8198	115.00	19.00
8274	115.00	17.00
8275	115.00	22.00
8286	115.00	16.00
8363	115.00	26.00
8457	115.00	29.00
8458	115.00	20.00
8459	115.00	16.00
8539	115.00	25.00
8540	115.00	25.00
8541	115.00	16.00
8542	115.00	15.00
8621	115.00	23.00
8624	115.00	16.00
8625	115.00	19.00
8703	115.00	22.00
8707	115.00	17.00
8785	115.00	29.00
8790	115.00	16.00
8791	115.00	17.00
8861	115.00	22.00
8867	115.00	30.00
8872	115.00	16.00
8873	115.00	17.00
8874	115.00	16.00
8936	115.00	18.00
8943	115.00	26.00
8944	115.00	30.00
8956	115.00	17.00
8957	115.00	17.00
9026	115.00	24.00
9027	115.00	27.00
9039	115.00	17.00
9109	115.00	29.00
9110	115.00	27.00
9123	115.00	16.00
9124	115.00	17.00
9125	115.00	17.00
9184	115.00	16.00
9191	115.00	26.00
9193	115.00	20.00
9208	115.00	17.00
9274	115.00	26.00
9276	115.00	20.00
9291	115.00	17.00
9349	115.00	28.00
9350	115.00	17.00
9357	115.00	32.00
9358	115.00	30.00
9374	115.00	17.00
9375	115.00	16.00
9377	115.00	15.00
9432	115.00	27.00
9440	115.00	32.00
9441	115.00	26.00
9455	115.00	14.00
9456	115.00	14.00
9457	115.00	15.00
9458	115.00	16.00
9459	115.00	17.00
9515	115.00	27.00
9521	115.00	21.00
9523	115.00	34.00
9524	115.00	26.00
9538	115.00	14.00
9598	115.00	21.00
9606	115.00	28.00
9620	115.00	13.00
9621	115.00	14.00
9688	115.00	30.00
9689	115.00	28.00
9690	115.00	27.00
9703	115.00	14.00
9704	115.00	13.00
9765	115.00	21.00
9766	115.00	24.00
9770	115.00	23.00
9771	115.00	24.00
9785	115.00	14.00
9786	115.00	14.00
9848	115.00	27.00
9849	115.00	29.00
9850	115.00	31.00
9852	115.00	20.00
9855	115.00	24.00
9857	115.00	31.00
9867	115.00	12.00
9931	115.00	27.00
9932	115.00	29.00
9933	115.00	31.00
9934	115.00	21.00
9935	115.00	20.00
9950	115.00	14.00
10014	115.00	17.00
10016	115.00	22.00
10017	115.00	18.00
10032	115.00	15.00
10033	115.00	16.00
10097	115.00	23.00
10098	115.00	22.00
10099	115.00	17.00
10100	115.00	18.00
10115	115.00	17.00
10178	115.00	29.00
10179	115.00	30.00
10180	115.00	21.00
10181	115.00	25.00
10182	115.00	16.00
10183	115.00	16.00
10186	115.00	22.00
10197	115.00	16.00
10198	115.00	16.00
10261	115.00	29.00
10262	115.00	31.00
10264	115.00	16.00
10265	115.00	16.00
10266	115.00	22.00
10269	115.00	26.00
10280	115.00	15.00
10345	115.00	26.00
10346	115.00	24.00
10349	115.00	22.00
10352	115.00	25.00
10363	115.00	10.00
10426	115.00	26.00
10432	115.00	22.00
10445	115.00	12.00
10507	115.00	34.00
10508	115.00	37.00
10509	115.00	18.00
10515	115.00	26.00
10519	115.00	25.00
10528	115.00	15.00
10590	115.00	35.00
10591	115.00	37.00
10592	115.00	22.00
10598	115.00	30.00
10600	115.00	25.00
10602	115.00	25.00
10603	115.00	24.00
10611	115.00	15.00
10612	115.00	14.00
10674	115.00	30.00
10675	115.00	27.00
10676	115.00	14.00
10681	115.00	30.00
10684	115.00	29.00
10694	115.00	15.00
10695	115.00	16.00
10696	115.00	14.00
10755	115.00	26.00
10758	115.00	27.00
10759	115.00	21.00
10764	115.00	27.00
10767	115.00	29.00
10777	115.00	16.00
10838	115.00	32.00
10840	115.00	24.00
10841	115.00	22.00
10842	115.00	15.00
10846	115.00	22.00
10847	115.00	24.00
10848	115.00	29.00
10849	115.00	24.00
10850	115.00	26.00
10859	115.00	8.00
10921	115.00	32.00
10923	115.00	24.00
10924	115.00	16.00
10929	115.00	28.00
10931	115.00	27.00
10932	115.00	24.00
10933	115.00	24.00
10935	115.00	18.00
10942	115.00	11.00
11004	115.00	30.00
11006	115.00	20.00
11007	115.00	15.00
11011	115.00	24.00
11012	115.00	33.00
11014	115.00	25.00
11016	115.00	21.00
11024	115.00	7.00
11086	115.00	30.00
11089	115.00	18.00
11090	115.00	15.00
11092	115.00	14.00
11093	115.00	17.00
11094	115.00	24.00
11099	115.00	21.00
11106	115.00	12.00
11107	115.00	4.00
11172	115.00	13.00
11174	115.00	11.00
11175	115.00	16.00
11182	115.00	23.00
11184	115.00	17.00
11189	115.00	5.00
11255	115.00	13.00
11258	115.00	16.00
11265	115.00	35.00
11266	115.00	20.00
11271	115.00	8.00
11272	115.00	5.00
11334	115.00	24.00
11338	115.00	16.00
11339	115.00	15.00
11341	115.00	16.00
11348	115.00	35.00
11349	115.00	22.00
11350	115.00	17.00
11353	115.00	14.00
11354	115.00	5.00
11355	115.00	5.00
11417	115.00	21.00
11420	115.00	22.00
11421	115.00	13.00
11422	115.00	11.00
11424	115.00	19.00
11431	115.00	24.00
11432	115.00	26.00
11436	115.00	14.00
11437	115.00	3.00
11500	115.00	20.00
11503	115.00	20.00
11504	115.00	13.00
11507	115.00	21.00
11512	115.00	25.00
11514	115.00	24.00
11518	115.00	11.00
11519	115.00	9.00
11520	115.00	9.00
11583	115.00	20.00
11586	115.00	18.00
11587	115.00	10.00
11588	115.00	9.00
11589	115.00	21.00
11595	115.00	19.00
11597	115.00	27.00
11600	115.00	17.00
11601	115.00	11.00
11602	115.00	11.00
11666	115.00	14.00
11669	115.00	18.00
11670	115.00	9.00
11671	115.00	9.00
11672	115.00	17.00
11678	115.00	19.00
11680	115.00	27.00
11683	115.00	8.00
11749	115.00	21.00
11750	115.00	24.00
11751	115.00	21.00
11752	115.00	13.00
11753	115.00	14.00
11754	115.00	12.00
11755	115.00	18.00
11761	115.00	20.00
11763	115.00	22.00
11766	115.00	8.00
11832	115.00	21.00
11833	115.00	23.00
11834	115.00	21.00
11835	115.00	7.00
11837	115.00	10.00
11838	115.00	18.00
11844	115.00	21.00
11846	115.00	18.00
11900	115.00	29.00
11901	115.00	25.00
11915	115.00	21.00
11917	115.00	17.00
11918	115.00	9.00
11921	115.00	18.00
11927	115.00	27.00
11928	115.00	17.00
11983	115.00	26.00
11984	115.00	28.00
11998	115.00	24.00
12000	115.00	18.00
12001	115.00	9.00
12004	115.00	17.00
12010	115.00	27.00
12083	115.00	15.00
12084	115.00	7.00
12085	115.00	22.00
12087	115.00	17.00
12092	115.00	22.00
12093	115.00	27.00
12165	115.00	21.00
12166	115.00	15.00
12167	115.00	10.00
12168	115.00	22.00
12169	115.00	25.00
12176	115.00	17.00
12247	115.00	27.00
12248	115.00	15.00
12249	115.00	15.00
12252	115.00	25.00
12259	115.00	19.00
12330	115.00	20.00
12331	115.00	15.00
12332	115.00	20.00
12335	115.00	21.00
12341	115.00	18.00
12342	115.00	19.00
12404	115.00	29.00
12405	115.00	30.00
12414	115.00	22.00
12415	115.00	13.00
12418	115.00	19.00
12424	115.00	15.00
12425	115.00	15.00
12481	115.00	18.00
12482	115.00	16.00
12483	115.00	15.00
12497	115.00	17.00
12498	115.00	13.00
12501	115.00	23.00
12507	115.00	15.00
12508	115.00	13.00
12571	115.00	35.00
12581	115.00	13.00
12583	115.00	21.00
12590	115.00	10.00
12666	115.00	17.00
12749	115.00	17.00
12819	115.00	30.00
12832	115.00	16.00
12915	115.00	26.00
12998	115.00	25.00
13080	115.00	28.00
13151	115.00	25.00
13163	115.00	12.00
13246	115.00	12.00
13311	115.00	26.00
13317	115.00	28.00
13329	115.00	6.00
13394	115.00	26.00
13395	115.00	21.00
13400	115.00	28.00
13476	115.00	27.00
13477	115.00	28.00
13482	115.00	21.00
13483	115.00	26.00
13494	115.00	23.00
13559	115.00	26.00
13565	115.00	31.00
13577	115.00	29.00
13644	115.00	19.00
13648	115.00	31.00
13649	115.00	37.00
13731	115.00	33.00
13742	115.00	29.00
13809	115.00	27.00
13825	115.00	24.00
13892	115.00	27.00
13897	115.00	27.00
13907	115.00	26.00
13974	115.00	31.00
13975	115.00	26.00
13980	115.00	28.00
13990	115.00	29.00
14064	115.00	33.00
14073	115.00	29.00
14147	115.00	34.00
14150	115.00	35.00
14229	115.00	29.00
14231	115.00	17.00
14233	115.00	21.00
14234	115.00	26.00
14239	115.00	34.00
14314	115.00	15.00
14315	115.00	20.00
14317	115.00	26.00
14321	115.00	33.00
14390	115.00	16.00
14401	115.00	10.00
14404	115.00	36.00
14477	115.00	24.00
14484	115.00	10.00
14487	115.00	30.00
14567	115.00	19.00
14568	115.00	26.00
14570	115.00	30.00
14642	115.00	33.00
14650	115.00	17.00
14651	115.00	16.00
14653	115.00	31.00
14725	115.00	28.00
14734	115.00	15.00
14735	115.00	26.00
14808	115.00	24.00
14817	115.00	11.00
14818	115.00	23.00
14894	115.00	22.00
14900	115.00	11.00
14901	115.00	22.00
14902	115.00	36.00
14973	115.00	25.00
14976	115.00	21.00
14977	115.00	22.00
14982	115.00	12.00
14983	115.00	10.00
14986	115.00	41.00
14987	115.00	42.00
14988	115.00	38.00
15056	115.00	25.00
15059	115.00	22.00
15060	115.00	20.00
15065	115.00	12.00
15066	115.00	16.00
15071	115.00	28.00
15072	115.00	30.00
15074	115.00	17.00
15075	115.00	21.00
15139	115.00	21.00
15141	115.00	13.00
15148	115.00	9.00
15149	115.00	18.00
15150	115.00	18.00
15154	115.00	15.00
15155	115.00	16.00
15156	115.00	11.00
15157	115.00	18.00
15158	115.00	21.00
15222	115.00	22.00
15224	115.00	12.00
15232	115.00	18.00
15233	115.00	14.00
15240	115.00	14.00
15241	115.00	24.00
15242	115.00	13.00
15243	115.00	12.00
15244	115.00	11.00
15302	115.00	26.00
15305	115.00	10.00
15306	115.00	12.00
15307	115.00	11.00
15308	115.00	21.00
15315	115.00	12.00
15316	115.00	14.00
15325	115.00	13.00
15326	115.00	16.00
15327	115.00	23.00
15385	115.00	14.00
15388	115.00	10.00
15389	115.00	12.00
15390	115.00	11.00
15391	115.00	23.00
15398	115.00	14.00
15399	115.00	10.00
15409	115.00	16.00
15410	115.00	29.00
15468	115.00	15.00
15471	115.00	7.00
15472	115.00	21.00
15473	115.00	23.00
15481	115.00	14.00
15482	115.00	13.00
15492	115.00	23.00
15493	115.00	31.00
15552	115.00	19.00
15553	115.00	14.00
15554	115.00	13.00
15555	115.00	21.00
15564	115.00	23.00
15565	115.00	12.00
15575	115.00	22.00
15576	115.00	31.00
15634	115.00	18.00
15637	115.00	17.00
15638	115.00	25.00
15647	115.00	30.00
15648	115.00	12.00
15659	115.00	21.00
15660	115.00	26.00
15720	115.00	17.00
15730	115.00	24.00
15731	115.00	11.00
15742	115.00	23.00
15744	115.00	23.00
15813	115.00	24.00
15825	115.00	23.00
15827	115.00	23.00
15896	115.00	9.00
15908	115.00	23.00
15909	115.00	24.00
15910	115.00	20.00
15966	115.00	17.00
15978	115.00	26.00
15979	115.00	9.00
15993	115.00	22.00
15994	115.00	22.00
15995	115.00	23.00
16048	115.00	19.00
16061	115.00	28.00
16062	115.00	6.00
16077	115.00	21.00
16078	115.00	23.00
16079	115.00	27.00
16081	115.00	25.00
16131	115.00	19.00
16144	115.00	28.00
16145	115.00	6.00
16161	115.00	23.00
16162	115.00	27.00
16163	115.00	31.00
16164	115.00	25.00
16214	115.00	17.00
16226	115.00	33.00
16227	115.00	20.00
16228	115.00	8.00
16244	115.00	25.00
16245	115.00	22.00
16294	115.00	22.00
16295	115.00	22.00
16296	115.00	24.00
16297	115.00	17.00
16309	115.00	27.00
16310	115.00	20.00
16311	115.00	7.00
16312	115.00	3.00
16313	115.00	13.00
16314	115.00	12.00
16327	115.00	25.00
16328	115.00	21.00
16377	115.00	19.00
16378	115.00	20.00
16379	115.00	24.00
16380	115.00	20.00
16390	115.00	25.00
16391	115.00	33.00
16392	115.00	25.00
16393	115.00	18.00
16394	115.00	4.00
16395	115.00	4.00
16396	115.00	13.00
16397	115.00	23.00
16454	115.00	20.00
16459	115.00	21.00
16460	115.00	25.00
16461	115.00	20.00
16476	115.00	11.00
16477	115.00	4.00
16478	115.00	7.00
16480	115.00	30.00
16493	115.00	23.00
16494	115.00	21.00
16542	115.00	21.00
16543	115.00	26.00
16561	115.00	7.00
16562	115.00	15.00
16575	115.00	18.00
16578	115.00	23.00
16579	115.00	24.00
16626	115.00	26.00
16644	115.00	13.00
16645	115.00	13.00
16646	115.00	22.00
16657	115.00	26.00
16658	115.00	27.00
16661	115.00	26.00
16662	115.00	22.00
16709	115.00	21.00
16727	115.00	9.00
16728	115.00	13.00
16729	115.00	24.00
16730	115.00	28.00
16740	115.00	26.00
16741	115.00	28.00
16745	115.00	22.00
16792	115.00	24.00
16810	115.00	8.00
16811	115.00	15.00
16812	115.00	24.00
16816	115.00	8.00
16822	115.00	28.00
16823	115.00	24.00
16824	115.00	28.00
16875	115.00	24.00
16881	115.00	27.00
16882	115.00	23.00
16883	115.00	28.00
16884	115.00	21.00
16893	115.00	8.00
16894	115.00	19.00
16895	115.00	25.00
16898	115.00	10.00
16899	115.00	9.00
16905	115.00	28.00
16906	115.00	26.00
16958	115.00	24.00
16963	115.00	30.00
16964	115.00	18.00
16967	115.00	21.00
16975	115.00	15.00
16977	115.00	17.00
16978	115.00	24.00
16981	115.00	14.00
16988	115.00	28.00
17041	115.00	28.00
17046	115.00	30.00
17050	115.00	25.00
17052	115.00	25.00
17058	115.00	15.00
17059	115.00	9.00
17060	115.00	17.00
17071	115.00	30.00
17124	115.00	27.00
17128	115.00	30.00
17129	115.00	25.00
17130	115.00	17.00
17132	115.00	25.00
17133	115.00	27.00
17134	115.00	20.00
17135	115.00	19.00
17141	115.00	11.00
17142	115.00	10.00
17154	115.00	30.00
17155	115.00	26.00
17207	115.00	25.00
17210	115.00	28.00
17211	115.00	30.00
17212	115.00	28.00
17213	115.00	23.00
17214	115.00	23.00
17215	115.00	22.00
17216	115.00	24.00
17217	115.00	23.00
17224	115.00	17.00
17236	115.00	23.00
17237	115.00	26.00
17238	115.00	21.00
17290	115.00	25.00
17293	115.00	22.00
17294	115.00	29.00
17295	115.00	24.00
17296	115.00	25.00
