MASTER	LON_EX	LAT_EX	ALT_EX	alt_srtm	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE_ALL	SPECIES	SHORTLIVED	PERENIAL	ANNUAL	BIENNIAL	HSCAP	HROS	GEOPHYTES	HCAESP	CHAMAEPHYT	NANOPHANOR	MAKROPHANE	OID_	MASTER_1	COUNT	ggs	ggb	gga	sg	MEAN	PRO	comm_coarse	Comm	slope	aspect	slope_srtm	aspect_srtm	sin_srtm	pro
204	102.8940	43.6824	1874	1821	-21.4000	-18.6000	-11.5000	-3.1000	4.6000	10.6000	12.7000	11.1000	4.6000	-3.7000	-12.7000	-19.1000	-8.0000	-4.4000	2.5000	11.4000	19.1000	24.3000	25.5000	24.0000	18.2000	10.1000	0.3000	-6.3000	1	2	3	6	12	22	37	36	14	5	3	1	142	9	5	1	3	1	2	1	0	0	2	0	0	203	204	1	1	0	0	0	303.02600097656	243.00000000000	1	8	2.3705	295.5440	13.9989	213.2120	-0.4044	46.07400000000
205	102.0300	43.3600	1455	1450	-19.7000	-16.9000	-9.4000	-0.9000	6.7000	12.6000	14.7000	13.1000	6.6000	-1.8000	-10.8000	-17.4000	-6.1000	-2.0000	5.3000	14.3000	21.9000	27.0000	28.3000	26.8000	20.9000	12.6000	2.5000	-4.5000	1	1	2	3	6	13	27	24	9	3	1	0	90	24	5	8	4	1	7	1	1	3	3	4	0	204	205	1	1	0	0	0	177.73599243164	227.00000000000	1	5	0.6198	343.0720	6.2346	344.0550	-0.9987	54.97020000000
206	103.1396	43.8019	2012	2039	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	12	0	4	0	0	6	3	0	2	2	1	0	205	206	1	1	0	0	0	316.80499267578	146.00000000000	2	5	2.8300	5.5722	30.2216	15.5399	0.1673	23.35820000000
207	103.0569	43.7375	2236	2208	-22.5000	-19.9000	-13.2000	-4.9000	2.8000	8.8000	10.8000	9.3000	2.9000	-5.3000	-14.1000	-20.3000	-9.4000	-6.0000	0.5000	9.2000	16.8000	22.0000	23.3000	21.8000	16.0000	8.1000	-1.3000	-7.6000	1	2	4	8	15	27	46	44	17	6	3	1	174	19	2	6	2	0	7	5	2	3	2	1	0	206	207	1	1	0	0	0	324.59899902344	227.00000000000	1	7	1.8979	210.1630	18.5800	217.3810	-0.5738	54.97020000000
208	103.4239	43.9142	1875	1778	-22.1000	-19.1000	-11.9000	-3.3000	4.5000	10.5000	12.6000	11.1000	4.4000	-4.0000	-13.0000	-19.7000	-8.6000	-5.0000	2.1000	11.1000	18.9000	24.1000	25.3000	23.7000	17.9000	9.8000	0.0000	-6.8000	1	2	4	7	14	23	37	38	15	5	3	1	150	9	0	3	0	0	6	4	0	1	0	1	0	207	208	1	1	0	0	0	271.28500366211	181.00000000000	2	13	3.5224	6.1552	35.8275	5.3669	-0.7933	31.34210000000
209	103.1334	43.7933	2012	2175	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	20	0	7	0	0	8	4	1	4	3	3	0	208	209	1	1	0	0	0	316.80499267578	506.00000000000	2	5	3.8110	8.6775	34.6292	347.3230	0.9844	74.23030000000
210	103.8015	43.6794	2129	2189	-22.8000	-19.7000	-12.8000	-4.4000	3.4000	9.3000	11.5000	10.0000	3.5000	-4.8000	-13.9000	-20.3000	-9.6000	-6.1000	0.9000	9.6000	17.4000	22.5000	23.8000	22.2000	16.4000	8.5000	-1.0000	-7.7000	1	2	4	8	15	27	44	42	16	5	3	1	168	20	0	7	0	0	8	7	2	3	3	1	0	209	210	1	1	0	0	0	378.34698486328	163.00000000000	2	5	3.6125	8.7462	33.4704	12.5852	0.0188	31.66820000000
211	103.1207	43.4770	1672	1622	-20.8000	-17.9000	-10.4000	-1.9000	5.9000	11.8000	13.9000	12.4000	5.8000	-2.7000	-11.8000	-18.5000	-7.3000	-3.5000	3.8000	12.8000	20.6000	25.7000	27.0000	25.4000	19.5000	11.3000	1.3000	-5.6000	1	1	3	6	10	19	30	31	12	4	2	1	120	9	0	3	0	0	5	5	1	2	0	0	0	210	211	1	1	0	0	0	292.32101440430	163.00000000000	2	7	2.1790	19.5779	20.4078	17.8503	-0.8411	31.66820000000
212	103.1506	43.8279	2012	2021	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	10	0	2	0	0	3	4	1	2	0	1	0	211	212	1	1	0	0	0	316.80499267578	235.00000000000	2	13	3.2799	164.9820	29.3260	186.4420	-0.8857	47.53800000000
213	103.1200	43.4200	1920	1929	-21.4000	-18.6000	-11.5000	-3.0000	4.7000	10.6000	12.8000	11.2000	4.7000	-3.6000	-12.6000	-19.1000	-8.1000	-4.5000	2.5000	11.4000	19.0000	24.3000	25.6000	24.0000	18.1000	10.0000	0.3000	-6.3000	1	2	4	6	12	21	36	36	14	5	2	1	140	15	1	4	0	1	6	5	3	2	2	1	0	212	213	1	1	0	0	0	292.32101440430	165.00000000000	3	8	1.1952	26.0124	14.5369	52.9975	0.3982	32.76850000000
214	104.0334	43.5697	2090	2030	-22.6000	-19.5000	-12.4000	-4.0000	3.7000	9.5000	11.8000	10.3000	3.8000	-4.4000	-13.6000	-20.1000	-9.4000	-5.9000	1.1000	9.9000	17.6000	22.7000	24.1000	22.5000	16.7000	8.8000	-0.8000	-7.5000	1	2	4	7	15	26	43	41	16	5	3	1	164	16	0	4	0	0	7	4	3	3	1	1	0	213	214	1	1	0	0	0	382.55899047852	227.00000000000	1	5	1.9383	22.1315	17.1441	17.5535	-0.9625	54.97020000000
215	104.0200	43.2700	1703	1696	-21.1000	-17.7000	-10.3000	-1.7000	6.0000	11.6000	14.0000	12.4000	6.0000	-2.4000	-11.7000	-18.6000	-7.8000	-4.0000	3.5000	12.6000	20.3000	25.3000	26.7000	25.1000	19.2000	11.2000	1.2000	-5.9000	1	2	3	6	11	21	34	33	13	4	2	1	131	22	7	5	6	2	7	3	0	4	1	1	0	214	215	1	1	0	0	0	252.49699401855	306.00000000000	2	6	1.0273	199.0410	10.0660	197.2100	0.6521	64.10800000000
216	101.9777	43.6005	2282	2360	-21.9000	-19.6000	-13.1000	-5.0000	2.4000	8.5000	10.4000	9.0000	2.7000	-5.3000	-14.0000	-19.8000	-8.7000	-5.4000	0.7000	9.2000	16.6000	22.0000	23.0000	21.7000	16.0000	8.1000	-1.0000	-7.0000	1	2	3	6	11	24	48	43	17	5	2	1	163	14	0	6	0	0	5	2	1	3	4	2	0	215	216	1	1	0	0	0	181.54200744629	146.00000000000	2	5	5.7129	209.7560	51.8807	211.5190	-0.8585	26.48180000000
217	103.0568	43.7415	2236	2259	-22.5000	-19.9000	-13.2000	-4.9000	2.8000	8.8000	10.8000	9.3000	2.9000	-5.3000	-14.1000	-20.3000	-9.4000	-6.0000	0.5000	9.2000	16.8000	22.0000	23.3000	21.8000	16.0000	8.1000	-1.3000	-7.6000	1	2	4	8	15	27	46	44	17	6	3	1	174	16	1	3	1	0	4	4	2	3	2	2	0	216	217	1	1	0	0	0	324.59899902344	498.00000000000	2	5	1.8979	210.1630	14.0538	232.3060	-0.1710	58.36540000000
218	104.0339	43.5701	2090	2030	-22.6000	-19.5000	-12.4000	-4.0000	3.7000	9.5000	11.8000	10.3000	3.8000	-4.4000	-13.6000	-20.1000	-9.4000	-5.9000	1.1000	9.9000	17.6000	22.7000	24.1000	22.5000	16.7000	8.8000	-0.8000	-7.5000	1	2	4	7	15	26	43	41	16	5	3	1	164	14	1	4	1	0	4	4	3	4	1	1	0	217	218	1	1	0	0	0	382.55899047852	227.00000000000	1	7	1.9383	22.1315	17.1441	17.5535	-0.9625	54.97020000000
219	104.0056	43.5776	2090	2043	-22.6000	-19.5000	-12.4000	-4.0000	3.7000	9.5000	11.8000	10.3000	3.8000	-4.4000	-13.6000	-20.1000	-9.4000	-5.9000	1.1000	9.9000	17.6000	22.7000	24.1000	22.5000	16.7000	8.8000	-0.8000	-7.5000	1	2	4	7	15	26	43	41	16	5	3	1	164	16	1	3	1	0	6	1	2	3	1	3	0	218	219	1	1	0	0	0	382.55899047852	269.00000000000	2	7	3.5816	136.1650	24.5782	131.0090	-0.8063	51.44000000000
220	102.6513	43.6017	2165	2156	-21.9000	-19.4000	-12.7000	-4.4000	3.2000	9.2000	11.2000	9.7000	3.3000	-4.8000	-13.7000	-19.8000	-8.7000	-5.3000	1.1000	9.8000	17.4000	22.6000	23.8000	22.4000	16.6000	8.6000	-0.7000	-7.0000	1	2	4	7	13	25	44	41	16	5	3	1	162	9	0	2	0	0	2	1	2	2	0	2	0	219	220	1	1	0	0	0	258.87298583984	146.00000000000	2	13	0.9850	215.7700	7.4239	194.6760	-0.1026	26.48180000000
221	103.1378	43.7992	2012	2061	-22.1000	-19.3000	-12.3000	-3.9000	3.9000	9.8000	11.9000	10.4000	3.9000	-4.4000	-13.4000	-19.8000	-8.8000	-5.2000	1.6000	10.4000	18.1000	23.4000	24.6000	23.0000	17.2000	9.2000	-0.4000	-7.0000	1	2	4	7	14	25	41	40	15	5	3	1	158	10	0	1	0	0	3	2	1	2	0	3	0	220	221	1	1	0	0	0	316.80499267578	146.00000000000	2	7	3.8110	8.6775	30.2216	15.5399	0.1673	26.48180000000
222	100.5109	44.2895	1815	1921	-21.5000	-19.6000	-13.0000	-4.6000	2.6000	8.8000	10.7000	9.2000	3.1000	-4.9000	-13.7000	-19.5000	-7.9000	-4.2000	1.6000	10.5000	17.9000	23.1000	24.1000	22.8000	17.3000	9.2000	-0.1000	-6.2000	1	2	2	4	6	18	39	33	12	4	2	1	124	14	1	2	1	0	5	1	2	2	1	3	0	221	222	1	1	0	0	0	147.77000427246	218.00000000000	4	13	1.8786	81.0546	28.6843	120.8560	0.9955	59.33580000000
223	102.5139	43.7978	1961	1982	-21.5000	-18.9000	-12.0000	-3.7000	4.0000	10.0000	12.0000	10.5000	4.0000	-4.1000	-13.0000	-19.3000	-8.2000	-4.7000	2.0000	10.8000	18.5000	23.7000	24.8000	23.3000	17.6000	9.5000	-0.1000	-6.5000	1	2	3	6	11	23	41	38	15	5	2	1	148	19	0	8	0	0	10	1	1	3	2	3	0	222	223	1	1	0	0	0	185.98399353027	163.00000000000	2	5	6.6657	215.9140	54.9284	207.7530	0.3967	31.66820000000
224	104.0337	43.3885	2314	2264	-23.0000	-20.0000	-13.3000	-5.0000	2.7000	8.5000	10.8000	9.2000	2.9000	-5.2000	-14.3000	-20.6000	-10.1000	-6.7000	0.1000	8.6000	16.3000	21.5000	22.9000	21.3000	15.5000	7.7000	-1.8000	-8.2000	1	2	4	8	16	28	47	44	18	6	3	1	178	15	1	4	1	0	6	2	2	3	0	2	0	223	224	1	1	0	0	0	399.48001098633	325.00000000000	2	7	4.4766	194.1960	34.3525	193.9750	-0.7200	64.52920000000
225	102.4400	43.3500	1453	1465	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	22	2	5	2	0	5	4	2	3	3	6	0	224	225	1	1	0	0	0	165.57800292969	306.00000000000	1	5	1.1639	343.7060	6.8040	263.5010	-0.3828	54.97020000000
226	102.4400	43.3500	1453	1465	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	26	0	8	1	0	10	7	1	3	3	6	0	225	226	1	1	0	0	0	165.57800292969	408.00000000000	1	5	1.1639	343.7060	6.8040	263.5010	-0.3828	66.47020000000
227	103.0900	43.5200	1522	1528	-20.5000	-17.5000	-9.9000	-1.2000	6.6000	12.4000	14.7000	13.1000	6.4000	-2.1000	-11.3000	-18.1000	-6.9000	-3.0000	4.5000	13.7000	21.5000	26.6000	27.9000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	1	3	5	10	17	27	29	11	4	2	1	111	27	0	8	0	0	10	7	0	5	3	6	0	226	227	1	1	0	0	0	259.11401367188	299.00000000000	2	5	1.3300	25.2405	12.6602	22.7965	-0.7211	59.45950000000
228	103.1300	43.5100	1493	1527	-20.4000	-17.4000	-9.8000	-1.1000	6.8000	12.6000	14.8000	13.2000	6.5000	-2.0000	-11.2000	-18.0000	-6.8000	-2.9000	4.7000	13.8000	21.7000	26.8000	28.1000	26.4000	20.5000	12.2000	2.0000	-5.1000	1	1	3	5	10	17	27	28	11	4	2	1	110	21	5	2	3	2	3	4	1	2	6	4	0	227	228	1	1	0	0	0	374.82800292969	269.00000000000	1	7	1.4380	14.5345	14.0398	14.9536	0.6848	38.86000000000
229	101.5004	43.6366	1856	2049	-20.7000	-18.3000	-11.4000	-3.2000	4.2000	10.3000	12.2000	10.7000	4.4000	-3.6000	-12.5000	-18.5000	-7.3000	-3.5000	2.9000	11.6000	19.0000	24.3000	25.3000	24.0000	18.3000	10.3000	0.7000	-5.6000	1	1	2	4	7	18	39	34	13	4	2	0	125	10	1	2	1	0	3	3	1	2	1	1	0	228	229	1	1	0	0	0	139.43699645996	398.00000000000	2	7	3.4165	90.0000	29.4026	138.6710	0.4268	69.44520000000
230	103.2025	43.7953	1997	2036	-22.1000	-19.3000	-12.3000	-3.8000	4.0000	9.9000	12.0000	10.5000	3.9000	-4.4000	-13.3000	-19.7000	-8.7000	-5.2000	1.7000	10.5000	18.2000	23.4000	24.6000	23.1000	17.3000	9.2000	-0.3000	-7.0000	1	2	4	7	14	24	40	40	15	5	3	1	156	11	0	3	0	0	6	3	2	2	0	0	0	229	230	1	1	0	0	0	349.64498901367	264.00000000000	2	5	1.6599	351.3670	15.4705	352.8360	0.8292	53.22190000000
231	103.4063	43.3083	1639	1673	-20.7000	-17.6000	-10.1000	-1.5000	6.3000	12.1000	14.3000	12.7000	6.1000	-2.4000	-11.5000	-18.3000	-7.2000	-3.4000	4.1000	13.1000	20.9000	26.0000	27.4000	25.7000	19.8000	11.6000	1.6000	-5.5000	1	1	3	6	10	18	29	30	12	4	2	1	117	14	0	3	0	0	3	2	3	2	2	3	0	230	231	1	1	0	0	0	275.79998779297	313.00000000000	4	13	1.5310	182.5730	7.2694	179.3260	-0.2525	101.25800000000
232	101.5001	43.6361	1856	2049	-20.7000	-18.3000	-11.4000	-3.2000	4.2000	10.3000	12.2000	10.7000	4.4000	-3.6000	-12.5000	-18.5000	-7.3000	-3.5000	2.9000	11.6000	19.0000	24.3000	25.3000	24.0000	18.3000	10.3000	0.7000	-5.6000	1	1	2	4	7	18	39	34	13	4	2	0	125	7	1	1	1	0	2	1	0	2	0	2	0	231	232	1	1	0	0	0	139.43699645996	159.00000000000	2	7	3.4165	90.0000	29.4026	138.6710	0.4268	31.96350000000
233	101.5074	43.6395	1856	1974	-20.7000	-18.3000	-11.4000	-3.2000	4.2000	10.3000	12.2000	10.7000	4.4000	-3.6000	-12.5000	-18.5000	-7.3000	-3.5000	2.9000	11.6000	19.0000	24.3000	25.3000	24.0000	18.3000	10.3000	0.7000	-5.6000	1	1	2	4	7	18	39	34	13	4	2	0	125	14	1	3	1	0	5	1	2	2	1	2	0	232	233	1	1	0	0	0	139.43699645996	220.00000000000	4	13	3.4165	90.0000	35.4908	119.6400	0.2566	42.53990000000
234	102.4500	43.3500	1453	1455	-19.9000	-17.0000	-9.4000	-0.8000	6.9000	12.8000	14.9000	13.3000	6.7000	-1.7000	-10.8000	-17.6000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.4000	26.8000	21.0000	12.6000	2.5000	-4.6000	1	1	2	4	7	14	26	25	10	4	1	1	96	14	0	5	0	0	7	3	1	2	0	2	0	233	234	1	1	0	0	0	165.57800292969	159.00000000000	2	7	0.4740	315.0000	4.2132	33.3664	0.9288	31.35060000000
235	103.1849	43.6600	1825	1968	-21.4000	-18.5000	-11.3000	-2.8000	5.0000	10.9000	13.0000	11.5000	4.9000	-3.5000	-12.5000	-19.1000	-8.0000	-4.3000	2.8000	11.7000	19.5000	24.6000	25.9000	24.3000	18.5000	10.3000	0.5000	-6.3000	1	2	4	6	12	21	35	35	14	5	3	1	139	18	2	3	2	0	5	3	2	3	1	4	0	234	235	1	1	0	0	0	363.18200683594	159.00000000000	4	13	10.9721	186.1740	62.2425	186.1200	-0.6933	31.35060000000
236	102.2115	44.4181	1847	1807	-21.5000	-19.1000	-12.2000	-3.9000	3.8000	9.8000	11.8000	10.2000	3.8000	-4.2000	-13.1000	-19.3000	-8.3000	-4.8000	1.8000	10.7000	18.4000	23.6000	24.5000	23.0000	17.4000	9.5000	-0.2000	-6.6000	1	2	3	6	12	26	48	42	15	5	3	1	164	18	0	8	0	0	6	2	0	1	3	7	0	235	236	1	1	0	0	0	361.62500000000	159.00000000000	4	9	3.9605	255.5720	35.1005	223.0970	-0.0439	31.35060000000
237	103.3814	43.6335	1911	1848	-21.8000	-18.8000	-11.7000	-3.2000	4.6000	10.5000	12.6000	11.1000	4.5000	-3.8000	-12.9000	-19.4000	-8.4000	-4.8000	2.3000	11.1000	18.9000	24.1000	25.3000	23.7000	17.9000	9.8000	0.1000	-6.6000	1	2	4	7	13	23	37	37	15	5	3	1	148	12	0	2	0	0	5	1	3	2	0	2	0	236	237	1	1	0	0	0	390.31100463867	165.00000000000	2	7	4.2184	189.4810	38.7296	182.3590	0.1461	32.76850000000
238	104.3393	43.4575	1890	1923	-22.0000	-18.6000	-11.3000	-2.8000	4.9000	10.5000	12.9000	11.3000	4.9000	-3.3000	-12.7000	-19.4000	-8.9000	-5.2000	2.2000	11.1000	18.9000	23.8000	25.3000	23.6000	17.8000	9.9000	0.0000	-6.9000	1	2	4	6	13	24	40	37	14	5	3	1	150	14	1	3	1	0	6	0	2	3	0	2	0	237	238	1	1	0	0	0	296.89801025391	235.00000000000	2	7	3.2065	87.0840	31.8748	55.6197	-0.8010	47.53800000000
239	102.0400	43.3500	1455	1465	-19.7000	-16.9000	-9.4000	-0.9000	6.7000	12.6000	14.7000	13.1000	6.6000	-1.8000	-10.8000	-17.4000	-6.1000	-2.0000	5.3000	14.3000	21.9000	27.0000	28.3000	26.8000	20.9000	12.6000	2.5000	-4.5000	1	1	2	3	6	13	27	24	9	3	1	0	90	28	8	6	7	2	8	1	3	2	2	5	0	238	239	1	1	0	0	0	177.73599243164	159.00000000000	4	13	0.7508	344.0550	7.7513	345.9640	0.3791	31.96350000000
240	102.0400	43.3400	1455	1480	-19.7000	-16.9000	-9.4000	-0.9000	6.7000	12.6000	14.7000	13.1000	6.6000	-1.8000	-10.8000	-17.4000	-6.1000	-2.0000	5.3000	14.3000	21.9000	27.0000	28.3000	26.8000	20.9000	12.6000	2.5000	-4.5000	1	1	2	3	6	13	27	24	9	3	1	0	90	22	7	3	5	2	6	2	2	1	2	4	0	239	240	1	1	0	0	0	177.16600036621	159.00000000000	4	13	0.7721	343.1790	7.6312	344.4070	-0.9200	31.96350000000
241	102.4600	43.3600	1449	1463	-19.9000	-16.9000	-9.4000	-0.8000	6.9000	12.8000	15.0000	13.3000	6.8000	-1.7000	-10.8000	-17.5000	-6.2000	-2.2000	5.2000	14.3000	22.1000	27.2000	28.5000	26.9000	21.0000	12.6000	2.4000	-4.6000	1	1	2	4	7	14	26	25	10	4	2	1	97	29	7	4	6	1	6	4	2	5	0	5	0	240	241	1	1	0	0	0	203.02499389648	325.00000000000	2	6	1.2141	3.6522	12.6410	10.4077	-0.8321	64.52920000000
242	103.0900	43.5200	1522	1528	-20.5000	-17.5000	-9.9000	-1.2000	6.6000	12.4000	14.7000	13.1000	6.4000	-2.1000	-11.3000	-18.1000	-6.9000	-3.0000	4.5000	13.7000	21.5000	26.6000	27.9000	26.2000	20.4000	12.1000	1.9000	-5.2000	1	1	3	5	10	17	27	29	11	4	2	1	111	24	1	5	2	0	6	5	2	5	3	4	0	241	242	1	1	0	0	0	259.11401367188	159.00000000000	4	13	1.3300	25.2405	12.6602	22.7965	-0.7211	31.96350000000
243	103.1870	43.6607	1825	1997	-21.4000	-18.5000	-11.3000	-2.8000	5.0000	10.9000	13.0000	11.5000	4.9000	-3.5000	-12.5000	-19.1000	-8.0000	-4.3000	2.8000	11.7000	19.5000	24.6000	25.9000	24.3000	18.5000	10.3000	0.5000	-6.3000	1	2	4	6	12	21	35	35	14	5	3	1	139	19	2	3	3	0	6	3	2	2	1	4	0	242	243	1	1	0	0	0	363.18200683594	325.00000000000	2	7	10.9721	186.1740	62.2425	186.1200	-0.6933	64.52920000000
244	103.1881	43.6616	1825	2049	-21.4000	-18.5000	-11.3000	-2.8000	5.0000	10.9000	13.0000	11.5000	4.9000	-3.5000	-12.5000	-19.1000	-8.0000	-4.3000	2.8000	11.7000	19.5000	24.6000	25.9000	24.3000	18.5000	10.3000	0.5000	-6.3000	1	2	4	6	12	21	35	35	14	5	3	1	139	17	2	2	3	0	6	1	0	3	2	4	0	243	244	1	1	0	0	0	363.18200683594	245.00000000000	2	7	10.9721	186.1740	62.2425	186.1200	-0.6933	42.08490000000
245	103.5453	43.8695	1803	1789	-21.9000	-18.9000	-11.5000	-2.9000	4.9000	10.8000	13.0000	11.5000	4.8000	-3.6000	-12.8000	-19.5000	-8.4000	-4.7000	2.6000	11.6000	19.4000	24.5000	25.8000	24.1000	18.3000	10.2000	0.2000	-6.6000	1	2	4	7	13	22	35	37	14	5	3	2	145	17	3	3	3	0	5	2	1	2	1	3	0	244	245	1	1	0	0	0	234.72799682617	159.00000000000	4	13	1.6684	107.6880	9.1316	87.3246	-0.5972	31.96350000000
246	103.5484	43.8704	1803	1785	-21.9000	-18.9000	-11.5000	-2.9000	4.9000	10.8000	13.0000	11.5000	4.8000	-3.6000	-12.8000	-19.5000	-8.4000	-4.7000	2.6000	11.6000	19.4000	24.5000	25.8000	24.1000	18.3000	10.2000	0.2000	-6.6000	1	2	4	7	13	22	35	37	14	5	3	2	145	13	4	1	4	0	2	3	1	2	0	2	0	245	246	1	1	0	0	0	234.72799682617	156.00000000000	4	13	1.6684	107.6880	9.1316	87.3246	-0.5972	32.76850000000
247	103.6988	43.6894	2172	2109	-22.8000	-19.8000	-12.9000	-4.6000	3.2000	9.1000	11.3000	9.7000	3.3000	-5.0000	-14.0000	-20.4000	-9.6000	-6.1000	0.7000	9.4000	17.1000	22.3000	23.6000	22.0000	16.2000	8.3000	-1.2000	-7.7000	1	2	4	8	15	27	44	43	17	5	3	1	170	11	0	4	0	0	4	2	1	2	0	4	0	246	247	1	1	0	0	0	387.35800170898	156.00000000000	4	13	2.4915	4.9441	24.5368	341.8030	0.5896	32.76850000000
248	101.9773	43.5994	2282	2319	-21.9000	-19.6000	-13.1000	-5.0000	2.4000	8.5000	10.4000	9.0000	2.7000	-5.3000	-14.0000	-19.8000	-8.7000	-5.4000	0.7000	9.2000	16.6000	22.0000	23.0000	21.7000	16.0000	8.1000	-1.0000	-7.0000	1	2	3	6	11	24	48	43	17	5	2	1	163	9	3	1	3	0	2	1	0	1	0	3	0	247	248	1	1	0	0	0	181.54200744629	160.00000000000	4	13	9.8990	197.0950	51.8807	211.5190	-0.8585	31.40180000000
249	101.9732	43.5937	2282	2197	-21.9000	-19.6000	-13.1000	-5.0000	2.4000	8.5000	10.4000	9.0000	2.7000	-5.3000	-14.0000	-19.8000	-8.7000	-5.4000	0.7000	9.2000	16.6000	22.0000	23.0000	21.7000	16.0000	8.1000	-1.0000	-7.0000	1	2	3	6	11	24	48	43	17	5	2	1	163	6	0	1	1	0	1	0	1	1	0	2	0	248	249	1	1	0	0	0	181.54200744629	220.00000000000	4	13	10.0289	201.7560	60.5544	203.5680	0.5936	42.53990000000
250	103.4954	43.9170	1646	1708	-21.5000	-18.5000	-11.0000	-2.3000	5.7000	11.6000	13.7000	12.2000	5.4000	-3.1000	-12.3000	-19.1000	-7.9000	-4.1000	3.3000	12.4000	20.4000	25.5000	26.7000	25.0000	19.2000	10.9000	0.9000	-6.2000	2	2	4	7	12	20	31	34	13	5	3	2	135	19	5	4	4	1	7	1	1	3	1	1	0	249	250	1	1	0	0	0	271.28500366211	159.00000000000	4	13	2.1189	14.3179	26.4758	12.5288	-0.0376	31.35060000000
251	102.2203	44.4413	1847	1776	-21.5000	-19.1000	-12.2000	-3.9000	3.8000	9.8000	11.8000	10.2000	3.8000	-4.2000	-13.1000	-19.3000	-8.3000	-4.8000	1.8000	10.7000	18.4000	23.6000	24.5000	23.0000	17.4000	9.5000	-0.2000	-6.6000	1	2	3	6	12	26	48	42	15	5	3	1	164	12	0	2	0	0	4	1	2	2	2	2	0	250	251	1	1	0	0	0	374.39001464844	226.00000000000	4	9	4.2433	333.8490	10.8241	306.0600	-0.9701	44.74840000000
252	103.6876	43.9485	1501	1486	-21.3000	-18.2000	-10.4000	-1.6000	6.4000	12.3000	14.5000	12.9000	6.1000	-2.5000	-11.8000	-18.8000	-7.6000	-3.7000	4.0000	13.2000	21.3000	26.3000	27.5000	25.8000	20.0000	11.7000	1.4000	-5.8000	2	2	4	6	12	19	28	32	12	4	3	2	126	14	0	3	0	0	4	0	0	1	2	2	0	251	252	1	1	0	0	0	208.23500061035	174.00000000000	4	13	0.8124	6.0725	8.2045	2.3859	0.6858	31.30290000000
253	103.5498	43.8675	1803	1796	-21.9000	-18.9000	-11.5000	-2.9000	4.9000	10.8000	13.0000	11.5000	4.8000	-3.6000	-12.8000	-19.5000	-8.4000	-4.7000	2.6000	11.6000	19.4000	24.5000	25.8000	24.1000	18.3000	10.2000	0.2000	-6.6000	1	2	4	7	13	22	35	37	14	5	3	2	145	14	9	4	7	3	6	2	2	1	3	1	0	252	253	1	1	0	0	0	234.72799682617	245.00000000000	2	7	1.3852	78.5507	9.1316	87.3246	-0.5972	42.08490000000
254	103.5780	43.8817	1708	1716	-21.7000	-18.6000	-11.2000	-2.5000	5.4000	11.3000	13.5000	11.9000	5.2000	-3.3000	-12.5000	-19.3000	-8.1000	-4.4000	3.0000	12.1000	20.0000	25.1000	26.3000	24.7000	18.8000	10.6000	0.6000	-6.4000	2	2	4	7	13	21	33	35	13	5	3	2	140	15	10	4	7	3	6	2	2	2	2	1	0	253	254	1	1	0	0	0	234.72799682617	174.00000000000	4	13	2.0965	49.6534	16.5612	42.5460	-0.9910	31.30290000000
