MASTER	LON_EX	LAT_EX	ALT_EX	alt_srtm	TMIN1	TMIN2	TMIN3	TMIN4	TMIN5	TMIN6	TMIN7	TMIN8	TMIN9	TMIN10	TMIN11	TMIN12	TMAX1	TMAX2	TMAX3	TMAX4	TMAX5	TMAX6	TMAX7	TMAX8	TMAX9	TMAX10	TMAX11	TMAX12	PREC1	PREC2	PREC3	PREC4	PREC5	PREC6	PREC7	PREC8	PREC9	PREC10	PREC11	PREC12	PRE_ALL	SPECIES	SHORTLIVED	PERENIAL	ANNUAL	BIENNIAL	HSCAP	HROS	GEOPHYTES	HCAESP	CHAMAEPHYT	NANOPHANOR	MAKROPHANE	OID_	MASTER_1	COUNT	ggs	ggb	gga	sg	MEAN	PRO	comm_coarse	Comm	slope	aspect	slope_srtm	aspect_srtm	sin_srtm	pro
924	98.5024	42.9061	1841	1872	-20.8000	-18.5000	-11.8000	-3.7000	3.2000	9.2000	11.3000	9.8000	3.8000	-4.4000	-13.0000	-18.5000	-6.5000	-3.2000	3.3000	11.6000	18.5000	23.7000	25.2000	24.0000	18.4000	10.3000	1.1000	-4.7000	1	1	1	3	4	12	26	20	8	3	1	1	81	5	3	2	3	0	3	0	2	2	0	3	0	922	924	1	0	0	1	0	129.81900024414	138.00000000000	4	13	2.7485	197.6420	20.8878	197.1520	0.6949	29.08020000000
925	98.5060	42.9093	1887	1897	-21.0000	-18.7000	-12.1000	-4.1000	2.8000	8.9000	11.0000	9.5000	3.5000	-4.7000	-13.2000	-18.7000	-6.7000	-3.4000	2.9000	11.1000	18.1000	23.3000	24.8000	23.6000	18.1000	10.0000	0.9000	-4.9000	1	1	2	3	4	13	27	21	8	3	1	1	85	5	7	1	6	0	2	0	1	2	0	1	0	923	925	1	0	0	1	0	129.81900024414	221.00000000000	5	9	2.5561	204.4120	25.0297	198.5510	-0.5897	62.30210000000
926	98.6572	42.8720	2054	2047	-21.2000	-19.1000	-12.7000	-4.8000	2.1000	8.2000	10.3000	8.8000	2.8000	-5.3000	-13.8000	-19.1000	-7.0000	-3.9000	2.2000	10.3000	17.1000	22.4000	23.8000	22.7000	17.2000	9.1000	0.2000	-5.3000	1	1	2	4	5	15	29	23	9	3	1	1	94	9	0	2	0	0	0	0	1	0	0	1	0	924	926	1	0	0	1	0	156.21400451660	131.00000000000	4	13	1.3030	244.6180	24.9068	232.3520	-0.1255	24.98210000000
927	98.6523	42.8805	1977	1992	-21.2000	-19.0000	-12.5000	-4.6000	2.3000	8.3000	10.5000	9.0000	3.0000	-5.1000	-13.6000	-19.0000	-6.9000	-3.8000	2.4000	10.5000	17.4000	22.6000	24.1000	22.9000	17.4000	9.4000	0.4000	-5.2000	1	1	2	4	5	14	29	23	9	3	1	1	93	7	1	3	0	1	2	0	0	2	0	2	0	925	927	1	0	0	1	0	156.21400451660	221.00000000000	5	9	2.5265	315.2750	20.5780	302.9280	0.9724	62.30210000000
928	98.6479	42.8914	1880	1930	-20.9000	-18.8000	-12.2000	-4.3000	2.7000	8.7000	10.8000	9.4000	3.3000	-4.8000	-13.4000	-18.8000	-6.7000	-3.5000	2.7000	10.9000	17.8000	23.0000	24.5000	23.4000	17.8000	9.7000	0.6000	-5.1000	1	1	2	3	5	13	27	22	8	3	1	1	87	5	2	1	1	1	0	0	0	0	0	2	0	926	928	1	0	0	1	0	156.21400451660	132.00000000000	4	13	5.3997	9.7762	44.2449	359.2060	0.8745	22.74840000000
929	98.6460	42.8919	1907	1901	-20.7000	-18.6000	-11.9000	-3.9000	3.1000	9.1000	11.2000	9.7000	3.7000	-4.5000	-13.1000	-18.6000	-6.5000	-3.3000	3.1000	11.3000	18.3000	23.5000	25.0000	23.8000	18.3000	10.1000	0.9000	-4.8000	1	1	1	3	4	13	26	21	8	3	1	1	83	8	0	1	0	0	0	0	0	0	0	2	0	927	929	1	0	0	1	0	156.21400451660	125.00000000000	4	13	5.3997	9.7762	44.2449	359.2060	0.8745	22.74840000000
930	98.6507	42.8996	1848	1860	-20.7000	-18.6000	-11.9000	-3.9000	3.1000	9.1000	11.2000	9.7000	3.7000	-4.5000	-13.1000	-18.6000	-6.5000	-3.3000	3.1000	11.3000	18.3000	23.5000	25.0000	23.8000	18.3000	10.1000	0.9000	-4.8000	1	1	1	3	4	13	26	21	8	3	1	1	83	8	1	0	1	0	0	0	0	0	0	3	0	928	930	1	0	0	1	0	156.21400451660	138.00000000000	4	13	5.5281	358.4900	33.2877	14.2903	0.9883	25.16930000000
931	98.6498	42.9000	1854	1859	-20.7000	-18.4000	-11.7000	-3.7000	3.2000	9.3000	11.4000	9.9000	3.9000	-4.3000	-12.9000	-18.5000	-6.4000	-3.1000	3.3000	11.6000	18.5000	23.7000	25.2000	24.0000	18.5000	10.4000	1.1000	-4.8000	1	1	1	3	4	12	26	20	8	3	1	1	81	7	0	2	0	0	0	0	0	0	0	4	0	929	931	1	0	0	1	0	156.21400451660	118.00000000000	4	13	5.5281	358.4900	33.2877	14.2903	0.9883	25.56300000000
932	98.6524	42.9353	1729	1738	-20.5000	-18.1000	-11.3000	-3.2000	3.7000	9.8000	11.9000	10.5000	4.4000	-3.8000	-12.5000	-18.2000	-6.2000	-2.7000	3.9000	12.3000	19.2000	24.4000	25.8000	24.7000	19.1000	10.9000	1.6000	-4.5000	1	1	1	3	4	11	24	19	7	2	1	1	75	7	0	1	0	0	1	0	0	0	0	2	0	930	932	1	0	0	1	0	150.97599792480	51.00000000000	4	13	1.0314	66.4253	11.8703	43.2643	-0.6579	15.16730000000
933	98.6542	42.9332	1738	1751	-20.5000	-18.1000	-11.3000	-3.3000	3.8000	9.8000	11.9000	10.4000	4.3000	-3.9000	-12.6000	-18.2000	-6.2000	-2.7000	3.8000	12.2000	19.2000	24.4000	25.9000	24.6000	19.0000	10.8000	1.5000	-4.5000	1	1	1	3	4	11	24	19	7	2	1	1	75	7	1	2	1	0	1	0	0	0	0	3	0	931	933	1	0	0	1	0	150.97599792480	245.00000000000	5	9	1.4340	28.2542	17.0240	48.5763	-0.9930	43.39740000000
934	98.6859	42.9504	1677	1681	-20.5000	-18.0000	-11.2000	-3.1000	3.9000	10.0000	12.1000	10.5000	4.5000	-3.8000	-12.4000	-18.2000	-6.2000	-2.6000	4.0000	12.3000	19.4000	24.6000	26.0000	24.8000	19.3000	11.0000	1.7000	-4.5000	1	1	1	3	3	11	24	19	7	2	1	1	74	5	2	1	1	1	0	0	0	0	0	3	0	932	934	1	0	0	1	0	150.97599792480	107.00000000000	4	13	0.9361	344.5600	13.5466	346.3100	0.6704	26.52090000000
935	98.7060	43.0145	1562	1563	-20.2000	-17.8000	-10.7000	-2.6000	4.5000	10.5000	12.6000	11.1000	5.0000	-3.4000	-12.0000	-17.9000	-5.9000	-2.3000	4.6000	13.0000	20.1000	25.3000	26.7000	25.5000	20.0000	11.6000	2.1000	-4.2000	1	1	1	3	3	10	22	17	6	2	1	1	68	7	0	0	0	0	0	0	0	0	0	1	0	933	935	1	0	0	1	0	146.77900695801	245.00000000000	5	9	0.7430	29.8271	10.3492	43.0021	-0.8306	43.39740000000
936	98.7074	43.0134	1566	1560	-20.2000	-17.8000	-10.7000	-2.6000	4.5000	10.5000	12.6000	11.1000	5.0000	-3.4000	-12.0000	-17.9000	-5.9000	-2.3000	4.6000	13.0000	20.1000	25.3000	26.7000	25.5000	20.0000	11.6000	2.1000	-4.2000	1	1	1	3	3	10	22	17	6	2	1	1	68	6	1	1	0	1	1	1	0	0	0	3	0	934	936	1	0	0	1	0	146.77900695801	133.00000000000	6	8	0.7430	29.8271	10.3492	43.0021	-0.8306	24.86650000000
937	98.7309	43.0332	1508	1513	-20.0000	-17.5000	-10.3000	-2.3000	4.9000	10.8000	13.0000	11.5000	5.4000	-3.1000	-11.7000	-17.7000	-5.7000	-2.0000	5.0000	13.5000	20.7000	25.8000	27.2000	25.9000	20.4000	11.9000	2.4000	-4.0000	1	1	1	2	3	9	21	16	6	2	1	1	64	6	0	2	0	0	0	1	0	0	0	3	0	935	937	1	0	0	1	0	135.36700439453	245.00000000000	5	9	1.4180	27.0309	12.0856	31.2392	-0.1758	43.39740000000
938	98.7553	43.0540	1431	1461	-20.0000	-17.5000	-10.3000	-2.1000	4.9000	10.9000	13.1000	11.4000	5.4000	-3.0000	-11.8000	-17.6000	-5.7000	-1.9000	5.0000	13.6000	20.7000	25.8000	27.3000	25.9000	20.4000	12.0000	2.4000	-4.0000	1	1	1	2	3	9	21	16	6	2	1	1	64	6	0	1	0	0	0	0	0	0	0	2	0	936	938	1	0	0	1	0	135.36700439453	133.00000000000	6	8	0.9736	20.6744	13.9089	358.9580	0.7287	24.86650000000
939	98.7584	43.0538	1455	1462	-19.9000	-17.3000	-10.2000	-1.9000	5.2000	11.1000	13.2000	11.7000	5.6000	-2.8000	-11.6000	-17.6000	-5.6000	-1.7000	5.2000	13.8000	21.0000	26.1000	27.5000	26.2000	20.6000	12.2000	2.6000	-3.9000	1	1	1	2	2	9	20	16	6	2	1	1	62	6	0	4	0	0	1	0	1	0	0	3	0	937	939	1	0	0	1	0	135.36700439453	245.00000000000	5	9	1.6870	6.7269	13.9089	358.9580	0.7287	43.39740000000
940	98.8120	43.0917	1342	1367	-19.8000	-17.1000	-9.8000	-1.6000	5.5000	11.5000	13.6000	12.1000	5.9000	-2.5000	-11.4000	-17.5000	-5.5000	-1.5000	5.6000	14.3000	21.5000	26.6000	28.0000	26.6000	21.1000	12.6000	2.8000	-3.8000	1	1	1	2	2	8	19	15	5	2	1	1	58	8	0	2	0	0	1	0	0	0	1	3	0	938	940	1	0	0	1	0	134.78599548340	133.00000000000	6	12	1.3749	0.7162	12.3390	5.9061	-0.3682	24.86650000000
941	98.8094	43.0925	1372	1370	-19.8000	-17.1000	-9.8000	-1.6000	5.5000	11.5000	13.6000	12.1000	5.9000	-2.5000	-11.4000	-17.5000	-5.5000	-1.5000	5.6000	14.3000	21.5000	26.6000	28.0000	26.6000	21.1000	12.6000	2.8000	-3.8000	1	1	1	2	2	8	19	15	5	2	1	1	58	8	0	2	0	0	0	0	0	0	1	3	0	939	941	1	0	0	1	0	134.78599548340	245.00000000000	5	9	1.1110	14.7887	11.1292	24.8057	-0.3212	43.39740000000
942	98.8214	43.1041	1325	1342	-19.6000	-17.1000	-9.7000	-1.4000	5.7000	11.6000	13.8000	12.2000	6.1000	-2.4000	-11.3000	-17.3000	-5.4000	-1.4000	5.8000	14.5000	21.7000	26.8000	28.1000	26.8000	21.3000	12.8000	2.9000	-3.7000	1	1	1	2	2	8	19	15	5	2	1	1	58	5	0	1	0	0	0	0	0	0	0	2	0	940	942	1	0	0	1	0	134.78599548340	133.00000000000	6	8	1.0672	14.9314	11.3212	12.9946	0.4153	24.86650000000
943	98.8231	43.1038	1342	1342	-19.6000	-17.1000	-9.7000	-1.4000	5.7000	11.6000	13.8000	12.2000	6.1000	-2.4000	-11.3000	-17.3000	-5.4000	-1.4000	5.8000	14.5000	21.7000	26.8000	28.1000	26.8000	21.3000	12.8000	2.9000	-3.7000	1	1	1	2	2	8	19	15	5	2	1	1	58	7	0	5	0	0	2	0	1	1	0	2	0	941	943	1	0	0	1	0	134.78599548340	133.00000000000	6	12	1.0672	14.9314	11.3212	12.9946	0.4153	24.86650000000
944	98.8434	43.1195	1282	1300	-19.6000	-17.0000	-9.5000	-1.2000	5.8000	11.8000	14.0000	12.4000	6.2000	-2.3000	-11.1000	-17.2000	-5.3000	-1.3000	6.0000	14.7000	21.9000	27.0000	28.4000	27.0000	21.5000	12.9000	3.1000	-3.6000	1	1	1	2	2	8	18	14	5	2	1	1	56	9	0	4	0	0	1	0	3	1	0	1	0	942	944	1	0	0	1	0	134.78599548340	157.00000000000	4	13	1.0383	28.6861	9.9383	28.1014	0.1721	30.94830000000
945	98.8422	43.1206	1305	1301	-19.6000	-17.0000	-9.5000	-1.2000	5.8000	11.8000	14.0000	12.4000	6.2000	-2.3000	-11.1000	-17.2000	-5.3000	-1.3000	6.0000	14.7000	21.9000	27.0000	28.4000	27.0000	21.5000	12.9000	3.1000	-3.6000	1	1	1	2	2	8	18	14	5	2	1	1	56	6	0	6	0	0	0	0	1	0	0	5	1	943	945	1	0	0	1	0	134.78599548340	245.00000000000	5	10	1.0383	28.6861	9.9383	28.1014	0.1721	43.39740000000
